Year,SERIES,តំបន់យោង,ភេទ,UNIT_MEASURE,GeoCode,Value
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ធំ,ស្រី,ភាគរយ,KH06,0.0
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រះសីហនុ,ស្រី,ភាគរយ,KH18,0.0
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,0.0
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ឆ្នាំង,ស្រី,ភាគរយ,KH04,25.0
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,33.33
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,33.33
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,33.33
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,33.33
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,33.33
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,33.33
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពត,ស្រី,ភាគរយ,KH07,16.67
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,11.11
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,11.11
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,11.11
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,11.11
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,11.11
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,11.11
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,16.67
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,22.22
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,22.22
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,22.22
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,22.22
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,22.22
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,5.56
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,5.56
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,5.56
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,5.56
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កំពង់ចាម,ស្រី,ភាគរយ,KH03,0.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ត្បូងឃ្មុំ,ស្រី,ភាគរយ,KH25,0.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ត្បូងឃ្មុំ,ស្រី,ភាគរយ,KH25,0.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ត្បូងឃ្មុំ,ស្រី,ភាគរយ,KH25,0.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ត្បូងឃ្មុំ,ស្រី,ភាគរយ,KH25,0.0
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,0.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,0.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,0.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,0.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,0.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,27.27
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,27.27
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,27.27
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,27.27
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,27.27
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,27.27
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
