Year,SERIES,តំបន់យោង,ភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,GeoCode,Value
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កោះកុង,,,ភាគរយ,KH09,34.6
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កោះកុង,,,ភាគរយ,KH09,32.6
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កោះកុង,,,ភាគរយ,KH09,33.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កោះកុង,,,ភាគរយ,KH09,34.5
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កោះកុង,,,ភាគរយ,KH09,36.2
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,កោះកុង,,,ភាគរយ,KH09,34.2
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,39.6
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,46.5
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,33.8
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,34.2
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,33.1
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,32.0
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,31.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,37.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,39.5
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,37.3
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,37.4
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,37.7
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,42.9
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,32.7
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,30.9
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,29.5
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,27.9
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,28.0
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,30.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,30.4
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,31.5
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,28.5
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,38.6
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,44.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,33.3
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,32.5
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,31.3
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,29.9
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,29.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,33.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,34.8
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,34.3
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ខេត្តក្រចេះ,,,ភាគរយ,KH10,32.8
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,22.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,31.8
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,26.2
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,23.7
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,28.4
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,31.4
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,26.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,38.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,35.3
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,41.0
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,42.7
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,26.9
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,47.9
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,29.7
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,28.0
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,31.1
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,27.8
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,26.5
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,31.3
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,27.9
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,33.8
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,32.7
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,24.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,39.5
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,28.0
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,25.9
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,29.8
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,29.6
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,26.7
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,34.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,31.5
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,37.3
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,មណ្ឌលគីរី,,,ភាគរយ,KH11,37.6
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,35.8
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,35.4
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,30.7
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,24.7
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,27.7
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,31.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,30.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,34.5
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,36.1
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,37.0
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,37.0
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,34.4
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,38.5
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,29.2
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,26.4
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,24.6
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,27.2
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,28.5
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,28.7
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,29.3
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,32.8
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,30.9
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,35.1
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,37.0
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,29.9
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,25.6
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,26.1
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,29.3
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,29.6
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,31.5
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,32.6
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,34.8
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,33.8
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,42.8
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,31.9
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,32.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,30.2
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,26.9
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,27.4
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,26.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,27.5
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,32.9
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,31.4
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,32.1
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,45.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,43.1
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,32.4
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,32.3
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,26.4
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,26.1
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,23.2
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,25.7
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,27.4
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,26.6
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,28.6
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,44.2
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,37.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,32.5
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,31.3
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,26.6
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,26.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,24.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,26.6
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,30.0
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,28.9
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ប៉ៃលិន,,,ភាគរយ,KH24,30.3
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,65.1
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,46.5
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,54.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,52.4
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,50.0
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,51.9
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,43.2
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,44.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,44.9
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,45.8
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,47.0
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,76.2
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,54.8
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,66.8
