Year,SERIES,តំបន់យោង,ភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,GeoCode,Value
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ស្រី,,ភាគរយ,KH07,77.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,88.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,75.4
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,93.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,98.7
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,93.6
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,92.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,85.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,82.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,71.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,74.5
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,ប្រុស,,ភាគរយ,KH07,70.7
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,86.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,80.8
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,92.1
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,94.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,93.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,91.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,85.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,83.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,74.5
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,77.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កំពត,,,ភាគរយ,KH07,73.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,84.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,93.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,94.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,92.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,97.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,90.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,86.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,84.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,84.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,90.3
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ស្រី,,ភាគរយ,KH08,95.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,86.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,97.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,98.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,108.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,99.1
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,86.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,80.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,80.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,81.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,84.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,ប្រុស,,ភាគរយ,KH08,89.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,85.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,95.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,96.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,100.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,98.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,88.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,83.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,82.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,82.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,87.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កណ្តាល,,,ភាគរយ,KH08,92.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,90.0
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,101.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,85.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,84.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,87.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,64.7
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,62.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,58.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,56.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,53.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ស្រី,,ភាគរយ,KH23,51.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,76.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,99.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,89.1
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,80.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,83.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,65.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,69.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,58.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,53.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,48.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,ប្រុស,,ភាគរយ,KH23,43.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,83.1
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,100.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,87.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,82.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,84.9
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,65.0
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,66.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,58.2
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,55.2
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,51.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កែប,,,ភាគរយ,KH23,47.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,55.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,88.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,78.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,74.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,71.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,68.9
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,65.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,61.9
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,63.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,66.2
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ស្រី,,ភាគរយ,KH09,68.6
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,97.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,74.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,77.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,75.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,79.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,68.0
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,57.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,55.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,56.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,63.2
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,ប្រុស,,ភាគរយ,KH09,54.6
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,76.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,80.8
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,78.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,75.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,75.2
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,68.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,60.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,58.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,59.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,64.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,កោះកុង,,,ភាគរយ,KH09,61.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,72.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,72.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,70.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,67.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,75.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,77.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,76.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,77.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,75.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,78.2
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ស្រី,,ភាគរយ,KH10,82.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,71.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,75.3
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,68.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,77.9
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,71.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,70.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,69.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,67.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,68.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,72.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,ប្រុស,,ភាគរយ,KH10,73.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,72.0
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,74.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,69.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,72.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,73.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,73.8
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,73.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,72.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,72.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,75.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ខេត្តក្រចេះ,,,ភាគរយ,KH10,78.0
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,50.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,73.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,76.6
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,54.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,79.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,68.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,73.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,74.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,74.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,78.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ស្រី,,ភាគរយ,KH11,79.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,57.1
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,73.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,70.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,59.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,70.8
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,64.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,64.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,65.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,67.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,67.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,ប្រុស,,ភាគរយ,KH11,69.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,54.0
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,73.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,73.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,57.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,74.9
