Year,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,GeoCode,Value
2009,N_KH_04010102_01,KH20,,,PT,KH20,53.8
2010,N_KH_04010102_01,KH20,,,PT,KH20,49.7
2011,N_KH_04010102_01,KH20,,,PT,KH20,47.4
2012,N_KH_04010102_01,KH20,,,PT,KH20,45.0
2013,N_KH_04010102_01,KH20,,,PT,KH20,44.2
2014,N_KH_04010102_01,KH20,,,PT,KH20,46.8
2015,N_KH_04010102_01,KH20,,,PT,KH20,48.3
2016,N_KH_04010102_01,KH20,,,PT,KH20,53.3
2017,N_KH_04010102_01,KH20,,,PT,KH20,55.2
2018,N_KH_04010102_01,KH20,,,PT,KH20,56.5
2019,N_KH_04010102_01,KH20,,,PT,KH20,53.2
2009,N_KH_04010102_01,KH21,F,,PT,KH21,60.8
2010,N_KH_04010102_01,KH21,F,,PT,KH21,58.7
2011,N_KH_04010102_01,KH21,F,,PT,KH21,52.7
2012,N_KH_04010102_01,KH21,F,,PT,KH21,52.9
2013,N_KH_04010102_01,KH21,F,,PT,KH21,52.9
2014,N_KH_04010102_01,KH21,F,,PT,KH21,57.5
2015,N_KH_04010102_01,KH21,F,,PT,KH21,57.6
2016,N_KH_04010102_01,KH21,F,,PT,KH21,61.8
2017,N_KH_04010102_01,KH21,F,,PT,KH21,65.7
2018,N_KH_04010102_01,KH21,F,,PT,KH21,65.0
2019,N_KH_04010102_01,KH21,F,,PT,KH21,60.3
2009,N_KH_04010102_01,KH21,M,,PT,KH21,69.4
2010,N_KH_04010102_01,KH21,M,,PT,KH21,66.2
2011,N_KH_04010102_01,KH21,M,,PT,KH21,58.9
2012,N_KH_04010102_01,KH21,M,,PT,KH21,56.3
2013,N_KH_04010102_01,KH21,M,,PT,KH21,55.2
2014,N_KH_04010102_01,KH21,M,,PT,KH21,57.1
2015,N_KH_04010102_01,KH21,M,,PT,KH21,54.0
2016,N_KH_04010102_01,KH21,M,,PT,KH21,55.5
2017,N_KH_04010102_01,KH21,M,,PT,KH21,57.8
2018,N_KH_04010102_01,KH21,M,,PT,KH21,55.7
2019,N_KH_04010102_01,KH21,M,,PT,KH21,50.0
2009,N_KH_04010102_01,KH21,,,PT,KH21,65.3
2010,N_KH_04010102_01,KH21,,,PT,KH21,62.5
2011,N_KH_04010102_01,KH21,,,PT,KH21,55.9
2012,N_KH_04010102_01,KH21,,,PT,KH21,54.7
2013,N_KH_04010102_01,KH21,,,PT,KH21,54.1
2014,N_KH_04010102_01,KH21,,,PT,KH21,57.3
2015,N_KH_04010102_01,KH21,,,PT,KH21,55.7
2016,N_KH_04010102_01,KH21,,,PT,KH21,58.5
2017,N_KH_04010102_01,KH21,,,PT,KH21,61.5
2018,N_KH_04010102_01,KH21,,,PT,KH21,60.1
2019,N_KH_04010102_01,KH21,,,PT,KH21,54.9
2014,N_KH_04010102_01,KH25,F,,PT,KH25,34.8
2015,N_KH_04010102_01,KH25,F,,PT,KH25,35.3
2016,N_KH_04010102_01,KH25,F,,PT,KH25,41.8
2017,N_KH_04010102_01,KH25,F,,PT,KH25,45.4
2018,N_KH_04010102_01,KH25,F,,PT,KH25,45.5
2019,N_KH_04010102_01,KH25,F,,PT,KH25,47.2
2014,N_KH_04010102_01,KH25,M,,PT,KH25,30.3
2015,N_KH_04010102_01,KH25,M,,PT,KH25,29.7
2016,N_KH_04010102_01,KH25,M,,PT,KH25,31.2
2017,N_KH_04010102_01,KH25,M,,PT,KH25,33.8
2018,N_KH_04010102_01,KH25,M,,PT,KH25,35.2
2019,N_KH_04010102_01,KH25,M,,PT,KH25,34.6
2014,N_KH_04010102_01,KH25,,,PT,KH25,32.5
2015,N_KH_04010102_01,KH25,,,PT,KH25,32.4
2016,N_KH_04010102_01,KH25,,,PT,KH25,36.3
2017,N_KH_04010102_01,KH25,,,PT,KH25,39.4
2018,N_KH_04010102_01,KH25,,,PT,KH25,40.1
2019,N_KH_04010102_01,KH25,,,PT,KH25,40.6
