Year,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,GeoCode,Value
2009,N_KH_04010101_01,KH20,,,PT,KH20,97.8
2010,N_KH_04010101_01,KH20,,,PT,KH20,94.4
2011,N_KH_04010101_01,KH20,,,PT,KH20,100.3
2012,N_KH_04010101_01,KH20,,,PT,KH20,102.7
2013,N_KH_04010101_01,KH20,,,PT,KH20,100.3
2014,N_KH_04010101_01,KH20,,,PT,KH20,97.1
2015,N_KH_04010101_01,KH20,,,PT,KH20,94.9
2016,N_KH_04010101_01,KH20,,,PT,KH20,91.0
2017,N_KH_04010101_01,KH20,,,PT,KH20,92.1
2018,N_KH_04010101_01,KH20,,,PT,KH20,94.5
2019,N_KH_04010101_01,KH20,,,PT,KH20,98.0
2009,N_KH_04010101_01,KH21,F,,PT,KH21,94.6
2010,N_KH_04010101_01,KH21,F,,PT,KH21,89.0
2011,N_KH_04010101_01,KH21,F,,PT,KH21,101.1
2012,N_KH_04010101_01,KH21,F,,PT,KH21,98.4
2013,N_KH_04010101_01,KH21,F,,PT,KH21,99.3
2014,N_KH_04010101_01,KH21,F,,PT,KH21,97.6
2015,N_KH_04010101_01,KH21,F,,PT,KH21,91.4
2016,N_KH_04010101_01,KH21,F,,PT,KH21,86.5
2017,N_KH_04010101_01,KH21,F,,PT,KH21,83.4
2018,N_KH_04010101_01,KH21,F,,PT,KH21,85.8
2019,N_KH_04010101_01,KH21,F,,PT,KH21,84.1
2009,N_KH_04010101_01,KH21,M,,PT,KH21,96.8
2010,N_KH_04010101_01,KH21,M,,PT,KH21,95.0
2011,N_KH_04010101_01,KH21,M,,PT,KH21,105.3
2012,N_KH_04010101_01,KH21,M,,PT,KH21,110.9
2013,N_KH_04010101_01,KH21,M,,PT,KH21,101.2
2014,N_KH_04010101_01,KH21,M,,PT,KH21,96.9
2015,N_KH_04010101_01,KH21,M,,PT,KH21,90.6
2016,N_KH_04010101_01,KH21,M,,PT,KH21,86.7
2017,N_KH_04010101_01,KH21,M,,PT,KH21,81.0
2018,N_KH_04010101_01,KH21,M,,PT,KH21,81.9
2019,N_KH_04010101_01,KH21,M,,PT,KH21,76.9
2009,N_KH_04010101_01,KH21,,,PT,KH21,95.8
2010,N_KH_04010101_01,KH21,,,PT,KH21,92.1
2011,N_KH_04010101_01,KH21,,,PT,KH21,103.2
2012,N_KH_04010101_01,KH21,,,PT,KH21,104.7
2013,N_KH_04010101_01,KH21,,,PT,KH21,100.3
2014,N_KH_04010101_01,KH21,,,PT,KH21,97.2
2015,N_KH_04010101_01,KH21,,,PT,KH21,91.0
2016,N_KH_04010101_01,KH21,,,PT,KH21,86.6
2017,N_KH_04010101_01,KH21,,,PT,KH21,82.2
2018,N_KH_04010101_01,KH21,,,PT,KH21,83.8
2019,N_KH_04010101_01,KH21,,,PT,KH21,80.4
2014,N_KH_04010101_01,KH25,F,,PT,KH25,88.6
2015,N_KH_04010101_01,KH25,F,,PT,KH25,87.6
2016,N_KH_04010101_01,KH25,F,,PT,KH25,90.4
2017,N_KH_04010101_01,KH25,F,,PT,KH25,86.3
2018,N_KH_04010101_01,KH25,F,,PT,KH25,91.0
2019,N_KH_04010101_01,KH25,F,,PT,KH25,90.2
2014,N_KH_04010101_01,KH25,M,,PT,KH25,82.5
2015,N_KH_04010101_01,KH25,M,,PT,KH25,78.8
2016,N_KH_04010101_01,KH25,M,,PT,KH25,80.2
2017,N_KH_04010101_01,KH25,M,,PT,KH25,80.0
2018,N_KH_04010101_01,KH25,M,,PT,KH25,78.8
2019,N_KH_04010101_01,KH25,M,,PT,KH25,81.2
2014,N_KH_04010101_01,KH25,,,PT,KH25,85.5
2015,N_KH_04010101_01,KH25,,,PT,KH25,83.1
2016,N_KH_04010101_01,KH25,,,PT,KH25,85.1
2017,N_KH_04010101_01,KH25,,,PT,KH25,83.1
2018,N_KH_04010101_01,KH25,,,PT,KH25,84.7
2019,N_KH_04010101_01,KH25,,,PT,KH25,85.5
